Mak,"
ADM","
47.9",BOTH,PUBLIC
Mak,"
AGE","
47.9",BOTH,PUBLIC
Mak,"
AGM","
49.0",BOTH,PUBLIC
Mak,"
AGR","
47.6",BOTH,PUBLIC
Mak,"
ARC","
50.6",BOTH,PUBLIC
Mak,"
BAM","
46.2",BOTH,PUBLIC
Mak,"
BAP","
49.3",BOTH,PUBLIC
Mak,"
BAR","
44.8",BOTH,PUBLIC
Mak,"
BBI","
50.9",BOTH,PUBLIC
Mak,"
BBS","
49.7",BOTH,PUBLIC
Mak,"
BBT","
49.6",BOTH,PUBLIC
Mak,"
BCB","
44.0",BOTH,PUBLIC
Mak,"
BCO","
51.4",BOTH,PUBLIC
Mak,"
BDF","
51.2",BOTH,PUBLIC
Mak,"
BDS","
51.6",BOTH,PUBLIC
Mak,"
BEH","
50.6",BOTH,PUBLIC
Mak,"
BFS","
47.2",BOTH,PUBLIC
Mak,"
BIC","
50.8",BOTH,PUBLIC
Mak,"
BIP","
52.0",BOTH,PUBLIC
Mak,"
BIT","
47.9",BOTH,PUBLIC
Mak,"
BMR","
49.7",BOTH,PUBLIC
Mak,"
BMT","
48.7",BOTH,PUBLIC
Mak,"
BPG","
52.9",BOTH,PUBLIC
Mak,"
BPS","
51.6",BOTH,PUBLIC
Mak,"
BQE","
50.4",BOTH,PUBLIC
Mak,"
BRA","
45.5",BOTH,PUBLIC
Mak,"
BRA","
51.7",BOTH,PUBLIC
Mak,"
BSB","
50.6",BOTH,PUBLIC
Mak,"
BSP","
43.3",BOTH,PUBLIC
Mak,"
BSW","
50.9",BOTH,PUBLIC
Mak,"
BVS","
45.1",BOTH,PUBLIC
Mak,"
BYT","
49.2",BOTH,PUBLIC
Mak,"
CFP","
44.7",BOTH,PUBLIC
Mak,"
CIV","
52.8",BOTH,PUBLIC
Mak,"
CMP","
49.9",BOTH,PUBLIC
Mak,"
COE","
50.8",BOTH,PUBLIC
Mak,"
CSC","
47.8",BOTH,PUBLIC
Mak,"
DEC","
52.7",BOTH,PUBLIC
Mak,"
ECO","
45.8",BOTH,PUBLIC
Mak,"
EDA","
50.7",BOTH,PUBLIC
Mak,"
EDA","
50.3",BOTH,PUBLIC
Mak,"
EDA","
48.4",BOTH,PUBLIC
Mak,"
EDA","
31.4",BOTH,PUBLIC
Mak,"
EDB","
45.6",BOTH,PUBLIC
Mak,"
EDP","
45.2",BOTH,PUBLIC
Mak,"
EEC","
45.0",BOTH,PUBLIC
Mak,"
ELE","
52.7",BOTH,PUBLIC
Mak,"
FIN","
46.8",BOTH,PUBLIC
Mak,"
FST","
49.6",BOTH,PUBLIC
Mak,"
HOT","
43.7",BOTH,PUBLIC
Mak,"
HUN","
48.7",BOTH,PUBLIC
Mak,"
ISD","
47.2",BOTH,PUBLIC
Mak,"
LAW","
60.0",BOTH,PUBLIC
Mak,"
LIS","
44.4",BOTH,PUBLIC
Mak,"
LIS","
51.3",BOTH,PUBLIC
Mak,"
LSG","
50.8",BOTH,PUBLIC
Mak,"
MAM","
52.7",BOTH,PUBLIC
Mak,"
MEC","
49.8",BOTH,PUBLIC
Mak,"
MLT","
51.3",BOTH,PUBLIC
Mak,"
MUS","
50.1",BOTH,PUBLIC
Mak,"
NUR","
51.2",FEMALE,PUBLIC
Mak,"
NUR","
49.7",MALE,PUBLIC
Mak,"
PHA","
52.9",BOTH,PUBLIC
Mak,"
SAS","
44.2",BOTH,PUBLIC
Mak,"
SCB","
47.9",BOTH,PUBLIC
Mak,"
SCM","
50.1",BOTH,PUBLIC
Mak,"
SCP","
45.8",BOTH,PUBLIC
Mak,"
SEC","
45.8",FEMALE,PUBLIC
Mak,"
SEF","
44.6",MALE,PUBLIC
Mak,"
SLE","
48.3",BOTH,PUBLIC
Mak,"
SOC","
51.8",BOTH,PUBLIC
Mak,"
SQS","
50.6",BOTH,PUBLIC
Mak,"
STA","
39.2",BOTH,PUBLIC
Mak,"
STE","
52.1",BOTH,PUBLIC
Mak,"
VET","
49.8",BOTH,PUBLIC
Mak,"
WHM","
49.6",BOTH,PUBLIC
