Mak,ADM,45.9,BOTH,PUBLIC
Mak,AGE,43.6,BOTH,PUBLIC
Mak,AGM,43.5,BOTH,PUBLIC
Mak,AGR,38.4,BOTH,PUBLIC
Mak,ARC,47.3,BOTH,PUBLIC
Mak,BAM,34.1,BOTH,PUBLIC
Mak,BAP,37.8,BOTH,PUBLIC
Mak,BAR,39.1,BOTH,PUBLIC
MUBS,BBC,48.6,BOTH,PUBLIC
MUBS,BBD,44,BOTH,PUBLIC
Mak,BBI,46.1,BOTH,PUBLIC
Mak,BBS,44.7,BOTH,PUBLIC
Mak,BBT,40.5,BOTH,PUBLIC
Mak,BCB,35.2,BOTH,PUBLIC
Mak,BCO,48.4,BOTH,PUBLIC
Mak,BDF,46.9,BOTH,PUBLIC
Mak,BDS,43.3,BOTH,PUBLIC
Mak,BEH,40.1,BOTH,PUBLIC
MUBS,BES,47.2,BOTH,PUBLIC
Mak,BFS,38.3,BOTH,PUBLIC
MUBS,BIB,49.1,BOTH,PUBLIC
Mak,BIC,44.4,BOTH,PUBLIC
MUBS,BIM,47.1,BOTH,PUBLIC
Mak,BIP,48.9,BOTH,PUBLIC
MUBS,BLH,47,BOTH,PUBLIC
Mak,BMR,41.3,BOTH,PUBLIC
Mak,BMT,42.4,BOTH,PUBLIC
MAK,BOF,40.7,BOTH,PUBLIC
Mak,BPG,50.7,BOTH,PUBLIC
Mak,BPS,48.6,BOTH,PUBLIC
Mak,BPT,43.1,BOTH,PUBLIC
Mak,BQE,47.5,BOTH,PUBLIC
Mak,BRA,41.5,BOTH,PUBLIC
Mak,BRA,47.3,BOTH,PUBLIC
Mak,BSB,43,BOTH,PUBLIC
Mak,BSL,39.4,BOTH,PUBLIC
Mak,BSP,36,BOTH,PUBLIC
Mak,BSW,48.3,BOTH,PUBLIC
Mak,BVS,39.1,BOTH,PUBLIC
Mak,BYT,40.9,BOTH,PUBLIC
Mak,CIV,51,BOTH,PUBLIC
Mak,CMP,45.6,BOTH,PUBLIC
Mak,COE,49,BOTH,PUBLIC
MUBS,COM,42.7,BOTH,PUBLIC
Mak,CSC,45,BOTH,PUBLIC
Mak,DEC,50,BOTH,PUBLIC
Mak,ECO,42.4,BOTH,PUBLIC
Mak,EDA,48.5,BOTH,PUBLIC
Mak,EDA,50.2,BOTH,PUBLIC
Mak,EDA,38.6,BOTH,PUBLIC
Mak,EDA,36.2,BOTH,PUBLIC
Mak,EDB,36.8,BOTH,PUBLIC
Mak,EDP,41.2,BOTH,PUBLIC
Mak,EEC,39.6,BOTH,PUBLIC
Mak,ELE,49.5,BOTH,PUBLIC
Mak,FIN,44.6,BOTH,PUBLIC
Mak,FST,41,BOTH,PUBLIC
Mak,HOT,34.9,BOTH,PUBLIC
Mak,HUN,40.5,BOTH,PUBLIC
MAK,IST,46.3,BOTH,PUBLIC
Mak,LIS,42.3,BOTH,PUBLIC
Mak,LIS,48.6,BOTH,PUBLIC
Mak,LSG,46.3,BOTH,PUBLIC
Mak,MAM,45,BOTH,PUBLIC
Mak,MEC,47.3,BOTH,PUBLIC
Mak,MLT,42.2,BOTH,PUBLIC
Mak,MUS,45.5,BOTH,PUBLIC
Mak,NUR-F,42.2,FEMALE,PUBLIC
Mak,NUR-M,43.6,MALE,PUBLIC
Mak,PHA,44.6,BOTH,PUBLIC
MUBS,PSM,49.1,BOTH,PUBLIC
Mak,SAS,39.3,BOTH,PUBLIC
Mak,SCB,38.1,BOTH,PUBLIC
Mak,SCM,45.5,BOTH,PUBLIC
Mak,SCP,40.9,BOTH,PUBLIC
Mak,SEC,41.9,BOTH,PUBLIC
Mak,SLE,44.6,BOTH,PUBLIC
MAK,SOC,48.8,BOTH,PUBLIC
Mak,SQS,47.2,BOTH,PUBLIC
Mak,STA,37.1,BOTH,PUBLIC
Mak,STE,47.5,BOTH,PUBLIC
Mak,VET,40.8,BOTH,PUBLIC
Mak,WHM,39.5,BOTH,PUBLIC
