Mak,ADM,47.6,BOTH,PUBLIC
Mak,AGE,40.5,BOTH,PUBLIC
Mak,AGM,43.9,BOTH,PUBLIC
Mak,AGR,38.2,BOTH,PUBLIC
Mak,ARC,45.3,BOTH,PUBLIC
Mak,BAM,35.6,BOTH,PUBLIC
Mak,BAP,41.9,BOTH,PUBLIC
Mak,BAR,42.5,BOTH,PUBLIC
Mak,BBI,44.6,BOTH,PUBLIC
Mak,BBS,43.7,BOTH,PUBLIC
Mak,BBT,40.6,BOTH,PUBLIC
Mak,BCB,36.8,BOTH,PUBLIC
Mak,BCO,48.8,BOTH,PUBLIC
Mak,BDF,48.5,BOTH,PUBLIC
Mak,BDS,44.7,BOTH,PUBLIC
Mak,BEH,43,BOTH,PUBLIC
Mak,BFS,38.2,BOTH,PUBLIC
Mak,BIC,43.4,BOTH,PUBLIC
Mak,BIP,49.7,BOTH,PUBLIC
Mak,BMR,41.4,BOTH,PUBLIC
Mak,BMT,41,BOTH,PUBLIC
Mak,BPG,47.4,BOTH,PUBLIC
Mak,BPS,47.6,BOTH,PUBLIC
Mak,BPT,43,BOTH,PUBLIC
Mak,BQE,45.3,BOTH,PUBLIC
Mak,BRA,41,BOTH,PUBLIC
Mak,BRA,48.9,BOTH,PUBLIC
Mak,BSB,42.8,BOTH,PUBLIC
Mak,BSL,36.1,BOTH,PUBLIC
Mak,BSP,33.6,BOTH,PUBLIC
Mak,BSW,46.7,BOTH,PUBLIC
Mak,BVS,38,BOTH,PUBLIC
Mak,BYT,42,BOTH,PUBLIC
Mak,CIV,49.1,BOTH,PUBLIC
Mak,CMP,44.7,BOTH,PUBLIC
Mak,COE,46.5,BOTH,PUBLIC
Mak,CSC,40.8,BOTH,PUBLIC
Mak,DEC,49.4,BOTH,PUBLIC
Mak,ECO,42.5,BOTH,PUBLIC
Mak,EDA,48.6,BOTH,PUBLIC
Mak,EDA,48.6,BOTH,PUBLIC
Mak,EDA,36.1,BOTH,PUBLIC
Mak,EDA,42.7,BOTH,PUBLIC
Mak,EDB,36.6,BOTH,PUBLIC
Mak,EDP,38,BOTH,PUBLIC
Mak,EEC,37.2,BOTH,PUBLIC
Mak,ELE,47.7,BOTH,PUBLIC
Mak,FIN,44.6,BOTH,PUBLIC
Mak,FST,41.3,BOTH,PUBLIC
Mak,HOT,36.5,BOTH,PUBLIC
Mak,HUN,40.5,BOTH,PUBLIC
Mak,LIS,38.9,BOTH,PUBLIC
Mak,LIS,48.5,BOTH,PUBLIC
Mak,LSG,44.7,BOTH,PUBLIC
Mak,MAM,45.7,BOTH,PUBLIC
Mak,MEC,44.3,BOTH,PUBLIC
Mak,MLT,43.5,BOTH,PUBLIC
Mak,MUS,47,BOTH,PUBLIC
Mak,NUR,42.3,FEMALE,PUBLIC
Mak,NUR,42.5,MALE,PUBLIC
Mak,PHA,45.4,BOTH,PUBLIC
Mak,SAS,37.9,BOTH,PUBLIC
Mak,SCB,38,BOTH,PUBLIC
Mak,SCM,42.8,BOTH,PUBLIC
Mak,SCP,37.3,BOTH,PUBLIC
Mak,SEC,38.2,BOTH,PUBLIC
Mak,SLE,42.2,BOTH,PUBLIC
MAK,SOC,51,BOTH,PUBLIC
Mak,SQS,45.1,BOTH,PUBLIC
Mak,STA,35,BOTH,PUBLIC
Mak,STE,45.8,BOTH,PUBLIC
Mak,VET,41.1,BOTH,PUBLIC
Mak,WHM,39.7,BOTH,PUBLIC
